depart,from,arrival,to
PMI,3998,EIN,585
PMI,3998,EMA,523
PMI,3998,FKB,4166
PMI,3998,FMM,3986
PMI,3998,HAU,645
PMI,3998,HHN,355
PMI,3998,KUN,3956
PMI,3998,LBA,517
PMI,3998,LBC,364
PMI,3998,LPL,491
PMI,3998,MAD,1229
PMI,3998,MAN,478
PMI,3998,MRS,1353
PMI,3998,MST,582
PMI,3998,NRN,4198
PMI,3998,NYO,699
PMI,3998,PIK,537
PMI,3998,POZ,674
PMI,3998,RYG,657
PMI,3998,SCQ,1243
PMI,3998,SDR,1251
PMI,3998,STN,548
PMI,3998,SVQ,1253
PMI,3998,VLC,1246
PMI,3998,VST,733
PMI,3998,VXO,711
PMI,3998,WMI,8414
PMO,1512,BGY,1525
PMO,1512,BLQ,1538
PMO,1512,DUB,599
PMO,1512,MRS,1353
PMO,1512,NRN,4198
PMO,1512,PSA,1562
PMO,1512,STN,548
PMO,1512,TSF,1539
POZ,674,BRS,490
POZ,674,CIA,1553
POZ,674,DUB,599
POZ,674,EDI,535
POZ,674,EMA,523
POZ,674,GRO,1222
POZ,674,LPL,491
POZ,674,PMI,3998
POZ,674,RYG,657
POZ,674,STN,548
PSA,1562,AHO,1517
PSA,1562,BDS,1506
PSA,1562,BRI,1501
PSA,1562,BUD,1489
PSA,1562,BVA,1367
PSA,1562,CAG,1519
PSA,1562,CRL,304
PSA,1562,CRV,1500
PSA,1562,DUB,599
PSA,1562,EDI,535
PSA,1562,EIN,585
PSA,1562,EMA,523
PSA,1562,FEZ,1066
PSA,1562,FUE,1051
PSA,1562,GRO,1222
PSA,1562,HHN,355
PSA,1562,KRK,669
PSA,1562,LBC,364
PSA,1562,LEJ,348
PSA,1562,LPA,1054
PSA,1562,MAD,1229
PSA,1562,MLA,1606
PSA,1562,NRN,4198
PSA,1562,NUE,347
PSA,1562,NYO,699
PSA,1562,PMO,1512
PSA,1562,RAK,1075
PSA,1562,STN,548
PSA,1562,SUF,1508
PSA,1562,SVQ,1253
PSA,1562,TFS,1056
PSA,1562,TPS,1515
PSA,1562,VLC,1246
PSA,1562,WMI,8414
PSR,1505,BGY,1525
PSR,1505,BVA,1367
PSR,1505,CRL,304
PSR,1505,GRO,1222
PSR,1505,HHN,355
PSR,1505,STN,548
RAK,1075,BGY,1525
RAK,1075,BVA,1367
RAK,1075,CIA,1553
RAK,1075,CRL,304
RAK,1075,CUF,1534
RAK,1075,DLE,1309
RAK,1075,EIN,585
RAK,1075,FKB,4166
RAK,1075,FMM,3986
RAK,1075,GRO,1222
RAK,1075,HHN,355
RAK,1075,LTN,492
RAK,1075,MAD,1229
RAK,1075,MRS,1353
RAK,1075,NRN,4198
RAK,1075,PSA,1562
RAK,1075,STN,548
RAK,1075,SVQ,1253
RAK,1075,TUF,1376
RAK,1075,VLC,1246
RAK,1075,XCR,1374
RBA,1072,BVA,1367
RBA,1072,CRL,304
RBA,1072,GRO,1222
RBA,1072,MAD,1229
RBA,1072,MRS,1353
RDZ,1289,STN,548
REU,1236,BRE,353
REU,1236,CRL,304
REU,1236,DUB,599
REU,1236,EIN,585
REU,1236,EMA,523
REU,1236,HHN,355
REU,1236,LPL,491
REU,1236,LTN,492
REU,1236,NRN,4198
REU,1236,PIK,537
REU,1236,STN,548
RHO,1472,NYO,699
RIX,3953,BGY,1525
RIX,3953,BRE,353
RIX,3953,CRL,304
RIX,3953,DUB,599
RIX,3953,EMA,523
RIX,3953,HHN,355
RIX,3953,LBA,517
RIX,3953,MAN,478
RIX,3953,NRN,4198
RIX,3953,NYO,699
RIX,3953,PIK,537
RIX,3953,RYG,657
RIX,3953,STN,548
RYG,657,AGP,1230
RYG,657,ALC,1212
RYG,657,BCN,1218
RYG,657,BGY,1525
RYG,657,BVA,1367
RYG,657,CAG,1519
RYG,657,CHQ,1474
RYG,657,CIA,1553
RYG,657,CRL,304
RYG,657,DUB,599
RYG,657,EDI,535
RYG,657,FAO,1626
RYG,657,GDN,668
RYG,657,HHN,355
RYG,657,KRK,669
RYG,657,KUN,3956
RYG,657,LPA,1054
RYG,657,MAN,478
RYG,657,NRN,4198
RYG,657,PFO,1198
RYG,657,PMI,3998
RYG,657,POZ,674
RYG,657,RIX,3953
RYG,657,RZE,675
RYG,657,STN,548
RYG,657,SXF,337
RYG,657,TFS,1056
RYG,657,TLL,415
RYG,657,TSF,1539
RYG,657,VNO,3959
RYG,657,WMI,8414
RYG,657,WRO,680
RZE,675,BHX,469
RZE,675,BRS,490
RZE,675,DUB,599
RZE,675,EMA,523
RZE,675,LTN,492
RZE,675,MAN,478
RZE,675,RYG,657
RZE,675,STN,548
SCQ,1243,ACE,1055
SCQ,1243,AGP,1230
SCQ,1243,ALC,1212
SCQ,1243,BCN,1218
SCQ,1243,HHN,355
SCQ,1243,LPA,1054
SCQ,1243,MAD,1229
SCQ,1243,PMI,3998
SCQ,1243,STN,548
SCQ,1243,SVQ,1253
SCQ,1243,TFS,1056
SCQ,1243,VLC,1246
SDR,1251,ACE,1055
SDR,1251,BCN,1218
SDR,1251,BGY,1525
SDR,1251,BVA,1367
SDR,1251,CIA,1553
SDR,1251,CRL,304
SDR,1251,HHN,355
SDR,1251,LPA,1054
SDR,1251,MAD,1229
SDR,1251,PMI,3998
SDR,1251,STN,548
SDR,1251,SVQ,1253
SDR,1251,TFS,1056
SDR,1251,VLC,1246
SFT,726,GRO,1222
SKG,1486,BGY,1525
SKG,1486,CHQ,1474
SKG,1486,CIA,1553
SKG,1486,CRL,304
SKG,1486,FKB,4166
SKG,1486,HHN,355
SKG,1486,NRN,4198
SKG,1486,NYO,699
SKG,1486,PFO,1198
SKG,1486,STN,548
SNN,603,ACE,1055
SNN,603,AGP,1230
SNN,603,LGW,502
SNN,603,LPL,491
SNN,603,NTE,1418
SNN,603,STN,548
SNN,603,WRO,680
STN,548,AAR,607
STN,548,ACE,1055
STN,548,AGP,1230
STN,548,AHO,1517
STN,548,ALC,1212
STN,548,AOI,4309
STN,548,BCN,1218
STN,548,BDS,1506
STN,548,BGY,1525
STN,548,BIQ,1280
STN,548,BLL,608
STN,548,BLQ,1538
STN,548,BRE,353
STN,548,BRI,1501
STN,548,BRQ,1588
STN,548,BTS,1745
STN,548,BUD,1489
STN,548,BZG,5591
STN,548,CCF,1352
STN,548,CFU,1460
STN,548,CHQ,1474
STN,548,CIA,1553
STN,548,CIY,
STN,548,DLE,1309
STN,548,DNR,1405
STN,548,DUB,599
STN,548,EGC,1265
STN,548,EIN,585
STN,548,FAO,1626
STN,548,FEZ,1066
STN,548,FKB,4166
STN,548,FMM,3986
STN,548,FUE,1051
STN,548,GDN,668
STN,548,GOA,1528
STN,548,GRO,1222
STN,548,GSE,691
STN,548,HAU,645
STN,548,HHN,355
STN,548,KGS,1458
STN,548,KIR,601
STN,548,KLU,4322
STN,548,KRK,669
STN,548,KTW,671
STN,548,KUN,3956
STN,548,LCJ,5592
STN,548,LDE,1276
STN,548,LDY,468
STN,548,LEI,1213
STN,548,LEJ,348
STN,548,LIG,1270
STN,548,LNZ,1611
STN,548,LPA,1054
STN,548,LRH,6493
STN,548,LUZ,8832
STN,548,MAD,1229
STN,548,MJV,1227
STN,548,MLA,1606
STN,548,MMX,708
STN,548,MRS,1353
STN,548,MST,582
STN,548,NOC,600
STN,548,NRN,4198
STN,548,NUE,347
STN,548,NYO,699
STN,548,OPO,1636
STN,548,ORK,596
STN,548,OSR,1582
STN,548,PDV,1193
STN,548,PEG,1567
STN,548,PFO,1198
STN,548,PGF,1356
STN,548,PIS,1268
STN,548,PMF,1531
STN,548,PMI,3998
STN,548,PMO,1512
STN,548,POZ,674
STN,548,PSA,1562
STN,548,PSR,1505
STN,548,RAK,1075
STN,548,RDZ,1289
STN,548,REU,1236
STN,548,RIX,3953
STN,548,RYG,657
STN,548,RZE,675
STN,548,SCQ,1243
STN,548,SDR,1251
STN,548,SKG,1486
STN,548,SNN,603
STN,548,SUF,1508
STN,548,SVQ,1253
STN,548,SXB,1435
STN,548,SXF,337
STN,548,SZG,1612
STN,548,SZZ,676
STN,548,TFS,1056
STN,548,TLL,415
STN,548,TMP,458
STN,548,TRF,664
STN,548,TRN,1526
STN,548,TRS,1545
STN,548,TSF,1539
STN,548,TUF,1376
STN,548,VLC,1246
STN,548,VNO,3959
STN,548,VST,733
STN,548,WMI,8414
STN,548,WRO,680
STN,548,XRY,1226
STN,548,ZAZ,1252
SUF,1508,BGY,1525
SUF,1508,BLQ,1538
SUF,1508,CRL,304
SUF,1508,HHN,355
SUF,1508,NRN,4198
SUF,1508,PSA,1562
SUF,1508,STN,548
SVQ,1253,ACE,1055
SVQ,1253,BCN,1218
SVQ,1253,BGY,1525
SVQ,1253,BLQ,1538
SVQ,1253,BOD,1264
SVQ,1253,BVA,1367
SVQ,1253,CIA,1553
SVQ,1253,CRL,304
SVQ,1253,DUB,599
SVQ,1253,EIN,585
SVQ,1253,LGW,502
SVQ,1253,LPA,1054
SVQ,1253,MRS,1353
SVQ,1253,NRN,4198
SVQ,1253,PMI,3998
SVQ,1253,PSA,1562
SVQ,1253,RAK,1075
SVQ,1253,SCQ,1243
SVQ,1253,SDR,1251
SVQ,1253,STN,548
SVQ,1253,TFS,1056
SVQ,1253,VLC,1246
SXB,1435,OPO,1636
SXB,1435,STN,548
SXF,337,BGY,1525
SXF,337,DUB,599
SXF,337,EMA,523
SXF,337,NYO,699
SXF,337,RYG,657
SXF,337,STN,548
SZG,1612,STN,548
SZZ,676,BRS,490
SZZ,676,DUB,599
SZZ,676,LPL,491
SZZ,676,STN,548
TFN,1057,BCN,1218
TFN,1057,MAD,1229
TFS,1056,BCN,1218
TFS,1056,BGY,1525
TFS,1056,BHX,469
TFS,1056,BLL,608
TFS,1056,BLQ,1538
TFS,1056,BOH,494
TFS,1056,BRE,353
TFS,1056,BRS,490
TFS,1056,BVA,1367
TFS,1056,CGN,344
TFS,1056,CRL,304
TFS,1056,DSA,5562
TFS,1056,DUB,599
TFS,1056,EDI,535
TFS,1056,EMA,523
TFS,1056,FMM,3986
TFS,1056,HHN,355
TFS,1056,KSD,5595
TFS,1056,LBA,517
TFS,1056,LNZ,1611
TFS,1056,LPL,491
TFS,1056,LTN,492
TFS,1056,MAD,1229
TFS,1056,MAN,478
TFS,1056,MST,582
TFS,1056,NRN,4198
TFS,1056,NYO,699
TFS,1056,ORK,596
TFS,1056,PIK,537
TFS,1056,PSA,1562
TFS,1056,RYG,657
TFS,1056,SCQ,1243
TFS,1056,SDR,1251
TFS,1056,STN,548
TFS,1056,SVQ,1253
TFS,1056,TRF,664
TFS,1056,VLC,1246
TFS,1056,VST,733
TGM,1662,CRL,304
TLL,415,BGY,1525
TLL,415,BRE,353
TLL,415,DUB,599
TLL,415,GRO,1222
TLL,415,HHN,355
TLL,415,MAN,478
TLL,415,NRN,4198
TLL,415,RYG,657
TLL,415,STN,548
TMP,458,AGP,1230
TMP,458,BRE,353
TMP,458,BUD,1489
TMP,458,GRO,1222
TMP,458,HHN,355
TMP,458,STN,548
TNG,1080,BVA,1367
TNG,1080,CRL,304
TNG,1080,HHN,355
TNG,1080,MAD,1229
TNG,1080,MRS,1353
TNG,1080,NRN,4198
TPS,1515,BGY,1525
TPS,1515,BLQ,1538
TPS,1515,BVA,1367
TPS,1515,CAG,1519
TPS,1515,CIA,1553
TPS,1515,CRL,304
TPS,1515,CUF,1534
TPS,1515,EIN,585
TPS,1515,FKB,4166
TPS,1515,FMM,3986
TPS,1515,GOA,1528
TPS,1515,GRO,1222
TPS,1515,HHN,355
TPS,1515,LEJ,348
TPS,1515,LTN,492
TPS,1515,MAN,478
TPS,1515,MLA,1606
TPS,1515,MST,582
TPS,1515,NYO,699
TPS,1515,PMF,1531
TPS,1515,PSA,1562
TPS,1515,TRN,1526
TPS,1515,TRS,1545
TPS,1515,TSF,1539
TRF,664,AGP,1230
TRF,664,ALC,1212
TRF,664,BRE,353
TRF,664,EDI,535
TRF,664,GRO,1222
TRF,664,LPL,491
TRF,664,STN,548
TRF,664,TFS,1056
TRN,1526,BCN,1218
TRN,1526,BDS,1506
TRN,1526,BRI,1501
TRN,1526,CRL,304
TRN,1526,MLA,1606
TRN,1526,STN,548
TRN,1526,TPS,1515
TRS,1545,BRI,1501
TRS,1545,BVA,1367
TRS,1545,STN,548
TRS,1545,TPS,1515
TSF,1539,AHO,1517
TSF,1539,BCN,1218
TSF,1539,BDS,1506
TSF,1539,BRE,353
TSF,1539,BRI,1501
TSF,1539,BRS,490
TSF,1539,BUD,1489
TSF,1539,BVA,1367
TSF,1539,CAG,1519
TSF,1539,CRL,304
TSF,1539,DUB,599
TSF,1539,EMA,523
TSF,1539,GRO,1222
TSF,1539,HHN,355
TSF,1539,MLA,1606
TSF,1539,MST,582
TSF,1539,NRN,4198
TSF,1539,NYO,699
TSF,1539,PMO,1512
TSF,1539,RYG,657
TSF,1539,STN,548
TSF,1539,TPS,1515
TSF,1539,VLC,1246
TUF,1376,DUB,599
TUF,1376,MAN,478
TUF,1376,MRS,1353
TUF,1376,OPO,1636
TUF,1376,RAK,1075
TUF,1376,STN,548
VLC,1246,AGP,1230
VLC,1246,BGY,1525
VLC,1246,BLQ,1538
VLC,1246,BVA,1367
VLC,1246,CIA,1553
VLC,1246,CRL,304
VLC,1246,EMA,523
VLC,1246,FMM,3986
VLC,1246,HHN,355
VLC,1246,IBZ,1225
VLC,1246,LPA,1054
VLC,1246,MAN,478
VLC,1246,MRS,1353
VLC,1246,NRN,4198
VLC,1246,OPO,1636
VLC,1246,PMI,3998
VLC,1246,PSA,1562
VLC,1246,RAK,1075
VLC,1246,SCQ,1243
VLC,1246,SDR,1251
VLC,1246,STN,548
VLC,1246,SVQ,1253
VLC,1246,TFS,1056
VLC,1246,TSF,1539
VLL,1247,ACE,1055
VLL,1247,BCN,1218
VNO,3959,BCN,1218
VNO,3959,BGY,1525
VNO,3959,BRE,353
VNO,3959,BVA,1367
VNO,3959,CIA,1553
VNO,3959,CRL,304
VNO,3959,DUB,599
VNO,3959,LBA,517
VNO,3959,LPL,491
VNO,3959,NRN,4198
VNO,3959,ORK,596
VNO,3959,RYG,657
VNO,3959,STN,548
VST,733,ALC,1212
VST,733,GRO,1222
VST,733,LPA,1054
VST,733,PMI,3998
VST,733,STN,548
VST,733,TFS,1056
VXO,711,ALC,1212
VXO,711,NRN,4198
VXO,711,PMI,3998
WMI,8414,BCN,1218
WMI,8414,BGY,1525
WMI,8414,BLQ,1538
WMI,8414,BRS,490
WMI,8414,BUD,1489
WMI,8414,BVA,1367
WMI,8414,CHQ,1474
WMI,8414,CIA,1553
WMI,8414,CRL,304
WMI,8414,DUB,599
WMI,8414,EIN,585
WMI,8414,EMA,523
WMI,8414,HHN,355
WMI,8414,LPL,491
WMI,8414,MAN,478
WMI,8414,NRN,4198
WMI,8414,NYO,699
WMI,8414,ORK,596
WMI,8414,PIK,537
WMI,8414,PMI,3998
WMI,8414,PSA,1562
WMI,8414,RYG,657
WMI,8414,STN,548
WRO,680,AGP,1230
WRO,680,BGY,1525
WRO,680,BLQ,1538
WRO,680,BOH,494
WRO,680,BRS,490
WRO,680,BVA,1367
WRO,680,CHQ,1474
WRO,680,CIA,1553
WRO,680,CRL,304
WRO,680,DUB,599
WRO,680,EMA,523
WRO,680,GRO,1222
WRO,680,LPL,491
WRO,680,MLA,1606
WRO,680,MMX,708
WRO,680,ORK,596
WRO,680,PIK,537
WRO,680,RYG,657
WRO,680,SNN,603
WRO,680,STN,548
XCR,1374,OPO,1636
XCR,1374,RAK,1075
XRY,1226,BCN,1218
XRY,1226,HHN,355
XRY,1226,NRN,4198
XRY,1226,STN,548
ZAD,1209,CRL,304
ZAZ,1252,BGY,1525
ZAZ,1252,BVA,1367
ZAZ,1252,CRL,304
ZAZ,1252,STN,548
CDG,1382,DJE,293
CDG,1382,SFA,295
CDG,1382,TUN,287
DJE,293,CDG,1382
SEB,1156,SFA,295
SFA,295,CDG,1382
SFA,295,TIP,1157
TIP,1157,SFA,295
TUN,287,CDG,1382
AER,2965,LED,2948
ALA,2908,LED,2948
AMS,580,LED,2948
ARH,4362,LED,2948
ARN,737,LED,2948
BAX,2956,SVO,2985
BHK,2980,LED,2948
CDG,1382,LED,2948
CEK,2968,LED,2948
CPH,609,LED,2948
DME,4029,LED,2948
DME,4029,NCE,1354
DUS,345,LED,2948
DUS,345,SVO,2985
DYU,2979,LED,2948
EVN,3964,LED,2948
FCO,1555,LED,2948
FEG,6149,LED,2948
FRA,340,LED,2948
FRU,2912,LED,2948
GYD,2922,LED,2948
HAM,342,LED,2948
HAM,342,SVO,2985
ICN,3930,LED,2948
IKT,2937,SVO,2985
IST,1701,LED,2948
KBP,2939,LED,2948
KEJ,2957,SVO,2985
KGD,2952,LED,2948
KGD,2952,SKD,2981
KGD,2952,SVO,2985
KHV,2927,SVO,2985
KIV,1735,LED,2948
KJA,4374,LED,2948
KJA,4374,SVO,2985
KLV,1579,LED,2948
KRR,2960,LED,2948
KSQ,6153,LED,2948
KUF,4118,LED,2948
KZN,2990,LED,2948
LBD,6147,LED,2948
LCA,1197,LED,2948
LED,2948,AER,2965
LED,2948,ALA,2908
LED,2948,AMS,580
LED,2948,ARH,4362
LED,2948,ARN,737
LED,2948,BHK,2980
LED,2948,CDG,1382
LED,2948,CEK,2968
LED,2948,CPH,609
LED,2948,DME,4029
LED,2948,DUS,345
LED,2948,DYU,2979
LED,2948,EVN,3964
LED,2948,FCO,1555
LED,2948,FEG,6149
LED,2948,FRA,340
LED,2948,FRU,2912
LED,2948,GYD,2922
LED,2948,HAM,342
LED,2948,ICN,3930
LED,2948,IST,1701
LED,2948,KBP,2939
LED,2948,KGD,2952
LED,2948,KIV,1735
LED,2948,KJA,4374
LED,2948,KLV,1579
LED,2948,KRR,2960
LED,2948,KSQ,6153
LED,2948,KUF,4118
LED,2948,KZN,2990
LED,2948,LBD,6147
LED,2948,LCA,1197
LED,2948,MMK,2949
LED,2948,MRV,2962
LED,2948,MSQ,2954
LED,2948,MUC,346
LED,2948,MXP,1524
LED,2948,NCE,1354
LED,2948,NMA,6150
LED,2948,NVI,6485
LED,2948,OMS,2958
LED,2948,OSL,644
LED,2948,OSS,2913
LED,2948,OVB,4078
LED,2948,PEE,2973
LED,2948,PEK,3364
LED,2948,PRG,1587
LED,2948,ROV,2964
LED,2948,SCW,2989
LED,2948,SKD,2981
LED,2948,SVO,2985
LED,2948,SVX,2975
LED,2948,SXF,337
LED,2948,TAS,2983
LED,2948,TFS,1056
LED,2948,TJM,4111
LED,2948,TLL,415
LED,2948,TLV,1590
LED,2948,UFA,2992
LED,2948,UGC,6152
LED,2948,VDA,1602
LED,2948,VIE,1613
LED,2948,VKO,2988
LED,2948,WAW,679
LED,2948,ZRH,1678
LHR,507,SVO,2985
MMK,2949,LED,2948
MRV,2962,LED,2948
MSQ,2954,LED,2948
MUC,346,LED,2948
MUC,346,SVO,2985
MXP,1524,LED,2948
NCE,1354,DME,4029
NCE,1354,LED,2948
NMA,6150,LED,2948
NVI,6485,LED,2948
OMS,2958,LED,2948
OMS,2958,SVO,2985
OSL,644,LED,2948
OSS,2913,LED,2948
OVB,4078,LED,2948
PEE,2973,LED,2948
PEK,3364,LED,2948
PKC,2932,SVO,2985
PRG,1587,LED,2948
ROV,2964,LED,2948
SCW,2989,LED,2948
SKD,2981,KGD,2952
SKD,2981,LED,2948
SVO,2985,BAX,2956
SVO,2985,DUS,345
SVO,2985,HAM,342
SVO,2985,IKT,2937
SVO,2985,KEJ,2957
SVO,2985,KGD,2952
SVO,2985,KHV,2927
SVO,2985,KJA,4374
SVO,2985,LED,2948
SVO,2985,LHR,507
SVO,2985,MUC,346
SVO,2985,OMS,2958
SVO,2985,PKC,2932
SVO,2985,SXF,337
SVO,2985,UUS,2933
SVO,2985,VIE,1613
SVO,2985,VVO,2934
SVX,2975,LED,2948
SXF,337,LED,2948
SXF,337,SVO,2985
TAS,2983,LED,2948
TFS,1056,LED,2948
TJM,4111,LED,2948
TLL,415,LED,2948
TLV,1590,LED,2948
UFA,2992,LED,2948
UGC,6152,LED,2948
UUS,2933,SVO,2985
VDA,1602,LED,2948
VIE,1613,LED,2948
VIE,1613,SVO,2985
VKO,2988,LED,2948
VVO,2934,SVO,2985
WAW,679,LED,2948
ZRH,1678,LED,2948
FKS,5999,ITM,2334
FUK,2305,ITM,2334
FUK,2305,KMI,2308
FUK,2305,NGO,3942
FUK,2305,SDJ,2347
HIJ,2326,NRT,2279
HIJ,2326,SDJ,2347
ITM,2334,FKS,5999
ITM,2334,FUK,2305
ITM,2334,KMI,2308
ITM,2334,SDJ,2347
KMI,2308,FUK,2305
KMI,2308,ITM,2334
KMQ,2322,NRT,2279
KMQ,2322,SDJ,2347
NGO,3942,FUK,2305
NGO,3942,OIT,2310
NGO,3942,SDJ,2347
NRT,2279,HIJ,2326
NRT,2279,KMQ,2322
OIT,2310,NGO,3942
SDJ,2347,FUK,2305
SDJ,2347,HIJ,2326
SDJ,2347,ITM,2334
SDJ,2347,KMQ,2322
SDJ,2347,NGO,3942
AOR,3296,SZB,3408
BTH,3903,SZB,3408
BTJ,3294,PEN,3308
HKT,3179,PEN,3308
IPH,3302,SIN,3316
JHB,3303,KBR,3298
JHB,3303,PKU,3273
JHB,3303,SZB,3408
KBR,3298,JHB,3303
KBR,3298,PEN,3308
KBR,3298,SZB,3408
KTE,3300,SZB,3408
KUA,3299,PEN,3308
KUA,3299,SIN,3316
LGK,3305,PEN,3308
LGK,3305,SZB,3408
PEN,3308,BTJ,3294
PEN,3308,HKT,3179
PEN,3308,KBR,3298
PEN,3308,KUA,3299
PEN,3308,LGK,3305
PEN,3308,SZB,3408
PEN,3308,USM,3177
PKU,3273,JHB,3303
PKU,3273,SZB,3408
SIN,3316,IPH,3302
SIN,3316,KUA,3299
SIN,3316,SZB,3408
SZB,3408,AOR,3296
SZB,3408,BTH,3903
SZB,3408,JHB,3303
SZB,3408,KBR,3298
SZB,3408,KTE,3300
SZB,3408,LGK,3305
SZB,3408,PEN,3308
SZB,3408,PKU,3273
SZB,3408,SIN,3316
SZB,3408,TGG,3307
SZB,3408,USM,3177
TGG,3307,SZB,3408
USM,3177,PEN,3308
USM,3177,SZB,3408
ADD,1107,DXB,2188
AHB,2059,DXB,2188
AMD,2994,DXB,2188
AMM,2170,DXB,2188
ASB,2976,DXB,2188
BAH,2057,DXB,2188
BEG,1739,DXB,2188
BEY,2177,DXB,2188
BGW,4130,DXB,2188
BSR,2234,DXB,2188
CGP,3069,DXB,2188
CMB,3024,DXB,2188
CMB,3024,HRI,8949
DAC,3076,DXB,2188
DMM,2064,DXB,2188
DOH,2241,DXB,2188
DOK,2940,DXB,2188
DXB,2188,ADD,1107
DXB,2188,AHB,2059
DXB,2188,AMD,2994
DXB,2188,AMM,2170
DXB,2188,ASB,2976
DXB,2188,BAH,2057
DXB,2188,BEG,1739
DXB,2188,BEY,2177
DXB,2188,BGW,4130
DXB,2188,BSR,2234
DXB,2188,CGP,3069
DXB,2188,CMB,3024
DXB,2188,DAC,3076
DXB,2188,DMM,2064
DXB,2188,DOH,2241
DXB,2188,DOK,2940
DXB,2188,DYU,2979
DXB,2188,EBL,3989
DXB,2188,ELQ,2067
DXB,2188,EVN,3964
DXB,2188,FRU,2912
DXB,2188,GYD,2922
DXB,2188,HAS,2069
DXB,2188,HBE,3410
DXB,2188,HRK,6105
DXB,2188,HYD,3141
DXB,2188,IEV,2944
DXB,2188,ISU,5952
DXB,2188,JED,2072
DXB,2188,JIB,4119
DXB,2188,JUB,1173
DXB,2188,KBL,2050
DXB,2188,KBP,2939
DXB,2188,KHI,2206
DXB,2188,KRR,2960
DXB,2188,KRT,1175
DXB,2188,KTM,3125
DXB,2188,KUF,4118
DXB,2188,KWI,2176
DXB,2188,KZN,2990
DXB,2188,LKO,3105
DXB,2188,MCT,2194
DXB,2188,MED,2074
DXB,2188,MLE,3156
DXB,2188,MRV,2962
DXB,2188,MUX,2214
DXB,2188,NJF,7490
DXB,2188,ODS,2947
DXB,2188,OSS,2913
DXB,2188,OTP,1657
DXB,2188,PZU,5702
DXB,2188,ROV,2964
DXB,2188,RUH,2082
DXB,2188,SAH,3980
DXB,2188,SAW,4317
DXB,2188,SKP,1737
DXB,2188,SKT,6776
DXB,2188,SLL,2195
DXB,2188,SVX,2975
DXB,2188,TBS,3973
DXB,2188,TIF,2090
DXB,2188,TUU,2089
DXB,2188,UFA,2992
DXB,2188,VOG,2967
DXB,2188,YNB,2096
DYU,2979,DXB,2188
EBL,3989,DXB,2188
ELQ,2067,DXB,2188
EVN,3964,DXB,2188
FRU,2912,DXB,2188
GYD,2922,DXB,2188
HAS,2069,DXB,2188
HBE,3410,DXB,2188
HRI,8949,DXB,2188
HRK,6105,DXB,2188
HYD,3141,DXB,2188
IEV,2944,DXB,2188
ISU,5952,DXB,2188
JED,2072,DXB,2188
JIB,4119,DXB,2188
JUB,1173,DXB,2188
KBL,2050,DXB,2188
KBP,2939,DXB,2188
KHI,2206,DXB,2188
KRR,2960,DXB,2188
KRT,1175,DXB,2188
KTM,3125,DXB,2188
KUF,4118,DXB,2188
KWI,2176,DXB,2188
KZN,2990,DXB,2188
LKO,3105,DXB,2188
MCT,2194,DXB,2188
MED,2074,DXB,2188
MLE,3156,DXB,2188
MRV,2962,DXB,2188
MUX,2214,DXB,2188
NJF,7490,DXB,2188
ODS,2947,DXB,2188
OSS,2913,FRU,2912
OTP,1657,DXB,2188
PZU,5702,KRT,1175
ROV,2964,DXB,2188
RUH,2082,DXB,2188
SAH,3980,DXB,2188
SAW,4317,DXB,2188
SKP,1737,DXB,2188
SKT,6776,DXB,2188
SLL,2195,DXB,2188
SVX,2975,DXB,2188
TBS,3973,DXB,2188
TIF,2090,DXB,2188
TUU,2089,DXB,2188
UFA,2992,DXB,2188
VOG,2967,DXB,2188
YNB,2096,DXB,2188
AEP,2442,GRU,2564
AJU,2522,GIG,2560
AJU,2522,GRU,2564
AJU,2522,SSA,2621
ASU,2699,GRU,2564
AUA,2895,CCS,2851
BEL,2526,BSB,2531
BEL,2526,FOR,2559
BEL,2526,GIG,2560
BEL,2526,GRU,2564
BEL,2526,MAB,2584
BEL,2526,MAO,2551
BEL,2526,MCP,2591
BEL,2526,SLZ,2616
BEL,2526,STM,4092
BGI,2875,GRU,2564
BPS,4209,CNF,2537
BPS,4209,GRU,2564
BPS,4209,SSA,2621
BSB,2531,BEL,2526
BSB,2531,CGB,2548
BSB,2531,CGH,2618
BSB,2531,CGR,2538
BSB,2531,CNF,2537
BSB,2531,CWB,2545
BSB,2531,FOR,2559
BSB,2531,GIG,2560
BSB,2531,GRU,2564
BSB,2531,GYN,2562
BSB,2531,IMP,2572
BSB,2531,JPA,2575
BSB,2531,MAB,2584
BSB,2531,MAO,2551
BSB,2531,MCZ,2590
BSB,2531,NAT,2597
BSB,2531,PMW,4214
BSB,2531,POA,2599
BSB,2531,PVH,2607
BSB,2531,RBR,2609
BSB,2531,REC,2610
BSB,2531,SDU,2612
BSB,2531,SLZ,2616
BSB,2531,SSA,2621
BSB,2531,THE,2623
BSB,2531,VCP,2578
BSB,2531,VIX,2638
BVB,2533,MAO,2551
CCS,2851,AUA,2895
CCS,2851,GRU,2564
CCS,2851,PUJ,1760
CGB,2548,BSB,2531
CGB,2548,CGH,2618
CGB,2548,CGR,2538
CGB,2548,GIG,2560
CGB,2548,GRU,2564
CGB,2548,PVH,2607
CGH,2618,BSB,2531
CGH,2618,CGB,2548
CGH,2618,CGR,2538
CGH,2618,CNF,2537
CGH,2618,CWB,2545
CGH,2618,CXJ,2547
CGH,2618,FLN,2555
CGH,2618,GIG,2560
CGH,2618,GYN,2562
CGH,2618,JOI,2576
CGH,2618,JTC,8238
